Время операции;Наименование;Сумма;Время въезда;Зона;Номер карты
15.04.2015 14:51:34;Произвольный платеж;1000
15.04.2015 14:53:15;Произвольный платеж;300
21.04.2015 12:09:35;Сумма в кассе;86236724
21.04.2015 12:09:35;Выручка за смену;86236640
21.04.2015 12:09:57;Сумма в кассе;86236884
21.04.2015 12:09:57;Выручка за смену;86236800
21.04.2015 12:09:57;Смена закрыта
21.04.2015 12:10:09;Смена открыта
21.04.2015 12:10:09;Сумма в кассе;86236824
21.04.2015 12:10:09;Выручка за смену;86236740
21.04.2015 12:10:40;Внесение денег;123456
21.04.2015 12:10:40;Сумма в кассе;86236828
21.04.2015 12:10:41;Выручка за смену;86236744
21.04.2015 12:11:07;Инкассация;1000
21.04.2015 12:11:08;Сумма в кассе;86236828
21.04.2015 12:11:08;Выручка за смену;86236744
21.04.2015 12:11:58;Инкассация;828
21.04.2015 12:11:58;Сумма в кассе;86236828
21.04.2015 12:11:59;Выручка за смену;86236744
21.04.2015 12:22:23;Сумма в кассе;90627428
21.04.2015 12:22:23;Выручка за смену;90627344
21.04.2015 13:32:57;Произвольный платеж;1000
21.04.2015 13:33:23;Сумма в кассе;90037044
21.04.2015 13:33:23;Выручка за смену;90036960
21.04.2015 13:36:16;Произвольный платеж;12
21.04.2015 13:50:29;Произвольный платеж;1
21.04.2015 13:54:18;Произвольный платеж;2000
21.04.2015 13:55:07;Возврат денег;23
21.04.2015 14:00:36;Произвольный платеж;1000
21.04.2015 14:01:15;Произвольный платеж;1200
21.04.2015 14:05:34;Произвольный платеж;123
21.04.2015 14:09:51;Произвольный платеж;123
21.04.2015 14:18:48;Произвольный платеж;123
21.04.2015 14:20:08;Произвольный платеж;100
21.04.2015 14:25:53;Произвольный платеж;123
21.04.2015 14:37:26;Произвольный платеж;450
21.04.2015 14:53:56;Произвольный платеж;100
21.04.2015 15:06:33;Сумма в кассе;86039380
21.04.2015 15:06:34;Выручка за смену;86039296
21.04.2015 15:06:58;Внесение денег;100
21.04.2015 15:06:58;Сумма в кассе;86039484
21.04.2015 15:06:58;Выручка за смену;86039400
21.04.2015 15:07:47;Инкассация;400
21.04.2015 15:07:48;Сумма в кассе;86039484
21.04.2015 15:07:48;Выручка за смену;86039400
21.04.2015 15:08:15;Внесение денег;100
21.04.2015 15:08:15;Сумма в кассе;86039484
21.04.2015 15:08:15;Выручка за смену;86039400
21.04.2015 15:08:34;Сумма в кассе;86039540
21.04.2015 15:08:34;Выручка за смену;86039456
21.04.2015 15:08:34;Смена закрыта
21.04.2015 15:09:43;Сумма в кассе;86039380
21.04.2015 15:09:43;Выручка за смену;86039296
21.04.2015 15:10:02;Сумма в кассе;86039540
21.04.2015 15:10:02;Выручка за смену;86039456
21.04.2015 15:10:02;Смена закрыта
21.04.2015 15:10:26;Сумма в кассе;85844388
21.04.2015 15:10:27;Выручка за смену;85844304
21.04.2015 15:12:22;Сумма в кассе;85844388
21.04.2015 15:12:22;Выручка за смену;85844304
21.04.2015 15:23:41;Сумма в кассе;87415492
21.04.2015 15:23:41;Выручка за смену;87415408
21.04.2015 15:24:24;Смена открыта
21.04.2015 15:24:24;Сумма в кассе;87415592
21.04.2015 15:24:25;Выручка за смену;87415508
21.04.2015 15:25:44;Сумма в кассе;87415652
21.04.2015 15:25:44;Выручка за смену;87415568
21.04.2015 15:25:44;Смена закрыта
21.04.2015 15:26:54;Сумма в кассе;87415492
21.04.2015 15:26:55;Выручка за смену;87415408
21.04.2015 15:27:20;Смена открыта
21.04.2015 15:27:21;Сумма в кассе;87415592
21.04.2015 15:27:21;Выручка за смену;87415508
21.04.2015 15:28:06;Внесение денег;300000
21.04.2015 15:28:06;Сумма в кассе;87415596
21.04.2015 15:28:07;Выручка за смену;87415512
21.04.2015 15:28:25;Сумма в кассе;87415492
21.04.2015 15:28:25;Выручка за смену;87415408
21.04.2015 15:44:33;Сумма в кассе;86302676
21.04.2015 15:44:34;Выручка за смену;86302592
21.04.2015 15:44:57;Внесение денег;100
21.04.2015 15:44:58;Сумма в кассе;86302780
21.04.2015 15:44:58;Выручка за смену;86302696
21.04.2015 15:46:56;Инкассация;780
21.04.2015 15:46:57;Сумма в кассе;86302780
21.04.2015 15:46:57;Выручка за смену;86302696
21.04.2015 15:47:11;Сумма в кассе;86302676
21.04.2015 15:47:12;Выручка за смену;86302592
21.04.2015 15:47:54;Сумма в кассе;86302676
21.04.2015 15:47:55;Выручка за смену;86302592
21.04.2015 15:48:18;Инкассация;676
21.04.2015 15:48:18;Сумма в кассе;86302780
21.04.2015 15:48:19;Выручка за смену;86302696
21.04.2015 15:48:49;Сумма в кассе;93839396
21.04.2015 15:48:49;Выручка за смену;93839312
21.04.2015 15:49:25;Смена открыта
21.04.2015 15:49:26;Сумма в кассе;93839496
21.04.2015 15:49:26;Выручка за смену;93839412
21.04.2015 16:16:03;Сумма в кассе;89971848
21.04.2015 16:16:08;Выручка за смену;89971764
21.04.2015 16:16:57;Внесение денег;1000
21.04.2015 16:17:05;Сумма в кассе;89971952
21.04.2015 16:17:14;Выручка за смену;89971868
22.04.2015 10:31:55;Сумма в кассе;104259016
22.04.2015 10:32:08;Выручка за смену;104258932
22.04.2015 10:33:47;Смена открыта
22.04.2015 10:33:51;Сумма в кассе;104259116
22.04.2015 10:33:52;Выручка за смену;104259032
22.04.2015 10:34:44;Внесение денег;116
22.04.2015 10:35:29;Сумма в кассе;104259120
22.04.2015 10:35:44;Выручка за смену;104259036
22.04.2015 10:36:06;Инкассация;120
22.04.2015 10:36:43;Сумма в кассе;104259120
22.04.2015 10:36:44;Выручка за смену;104259036
22.04.2015 10:37:13;Инкассация;120
22.04.2015 10:37:52;Сумма в кассе;104259120
22.04.2015 10:37:54;Выручка за смену;104259036
22.04.2015 10:42:53;Сумма в кассе;96919512
22.04.2015 10:42:53;Выручка за смену;96919428
22.04.2015 10:43:34;Инкассация;512
22.04.2015 10:43:35;Сумма в кассе;96919616
22.04.2015 10:43:35;Выручка за смену;96919532
22.04.2015 10:55:49;Сумма в кассе;94298708
22.04.2015 10:55:49;Выручка за смену;94298624
22.04.2015 10:56:26;Инкассация;708
22.04.2015 10:56:27;Сумма в кассе;94298812
22.04.2015 10:56:27;Выручка за смену;94298728
22.04.2015 11:00:21;Сумма в кассе;1219780,62
22.04.2015 11:00:24;Выручка за смену;1219780,62
22.04.2015 11:01:02;Инкассация;780
22.04.2015 11:01:11;Сумма в кассе;1219000,62
22.04.2015 11:01:12;Выручка за смену;1219000,62
22.04.2015 11:02:54;Сумма в кассе;1219000,62
22.04.2015 11:02:54;Выручка за смену;1219000,62
22.04.2015 11:03:20;Внесение денег;222
22.04.2015 11:03:20;Сумма в кассе;1219222,62
22.04.2015 11:03:20;Выручка за смену;1219222,62
22.04.2015 12:19:44;Оплата парковки;1000;20.04.2015 11:58:14;1;D201F5D4
04.06.2015 9:15:01;Сумма в кассе;1000000
04.06.2015 9:15:01;Выручка за смену;0
06.06.2015 11:41:43;Сумма в кассе;1000000
06.06.2015 11:41:43;Выручка за смену;0
09.06.2015 10:04:28;Сумма в кассе;1000000
09.06.2015 10:04:28;Выручка за смену;0
